category,defect,sample_id,gt_area,label,s_full,p_rgb,evidence_class,e_rgb_topk,e_depth_topk,e_rgb_mean,e_depth_mean
bagel,combined,bagel/test/combined/017,0.0064544677734375,1,8.958974838256836,0.7358967306380277,RGB-DOMINANT,8.965993519163996,3.2177714168395743,6.205159263190832,1.0102635047149928
bagel,combined,bagel/test/combined/018,0.0037689208984375,1,7.537933826446533,0.7064946064502174,RGB-DOMINANT,9.660322860837361,4.013273605639642,6.386550767534904,1.4881366682427823
bagel,combined,bagel/test/combined/019,0.0153350830078125,1,8.640462875366211,0.5869560329837692,JOINT,9.251800615464992,6.510538484241979,6.227191367011121,2.535092252753791
bagel,combined,bagel/test/combined/020,0.013458251953125,1,10.4003267288208,0.5956835101037226,JOINT,10.258993934357646,6.963227538396911,6.439121340346741,1.4048765426281833
bagel,combined,bagel/test/combined/021,0.011077880859375,1,7.521231651306152,0.5668327608777091,JOINT,7.597522075045544,5.8059401674127855,5.021403127980914,2.1067343079785372
bagel,combined,bagel/test/combined/022,0.0040130615234375,1,6.387011528015137,0.6439621725275249,JOINT,5.909219555907906,3.267125210978469,3.9699266683579126,1.471594322075551
bagel,contamination,bagel/test/contamination/000,0.0022430419921875,1,9.413877487182617,0.7499062532014078,RGB-DOMINANT,6.878340128821374,2.2939255371214804,5.30791843010945,0.9955445085635866
bagel,contamination,bagel/test/contamination/001,0.00146484375,1,13.7294282913208,0.8645868647824857,RGB-DOMINANT,8.475850179331728,1.3275017567137424,6.7423361418917045,0.4259352623115021
bagel,contamination,bagel/test/contamination/002,0.0027008056640625,1,15.552351951599121,0.6777477762356581,JOINT,6.146104775912086,2.922319073887847,5.142809924872397,1.8144427648946306
bagel,contamination,bagel/test/contamination/003,0.001800537109375,1,8.447359085083008,0.6100152943847454,JOINT,9.523930961399675,6.088678163409415,6.3651607630573865,3.296224173306356
bagel,contamination,bagel/test/contamination/004,0.0034027099609375,1,6.746777057647705,0.6907806585366522,JOINT,6.528581410549082,2.9224369975206406,4.927573890184977,1.9818657906307136
bagel,contamination,bagel/test/contamination/005,0.0016632080078125,1,7.22857666015625,0.6426467822710451,JOINT,5.901160302972736,3.281426186407769,3.5627125314082098,1.6108969673160076
bagel,contamination,bagel/test/contamination/006,0.00201416015625,1,8.132429122924805,0.6553927231482631,JOINT,9.56072377356219,5.02705357044509,5.891776362971636,1.8533487767151235
bagel,contamination,bagel/test/contamination/007,0.002593994140625,1,7.686337471008301,0.7294987137210309,RGB-DOMINANT,5.865215142616817,2.1748462074584793,4.24519654240636,1.4013061961811846
bagel,contamination,bagel/test/contamination/008,0.00384521484375,1,6.0015153884887695,0.4951420605673184,JOINT,5.904040700791282,6.01989118834081,4.163609856671297,3.1452576357050406
bagel,contamination,bagel/test/contamination/009,0.002105712890625,1,6.923663139343262,0.74788074549613,RGB-DOMINANT,6.6077463158054615,2.227546754269852,5.839443814959459,1.1533597566056335
bagel,contamination,bagel/test/contamination/010,0.001190185546875,1,8.182744026184082,0.7545039403219377,RGB-DOMINANT,7.1335121900061145,2.321059289711264,6.050351445249654,1.1740947844190355
bagel,contamination,bagel/test/contamination/011,0.0023345947265625,1,8.076618194580078,0.7862041237439903,RGB-DOMINANT,8.561988529675045,2.3282974468189437,6.38074979656273,1.2328198411310092
bagel,contamination,bagel/test/contamination/012,0.0027008056640625,1,8.938796997070312,0.6170879489053998,JOINT,7.659501458510286,4.752831102851315,5.675148249374312,2.974077441346109
bagel,contamination,bagel/test/contamination/013,0.0015716552734375,1,6.016484260559082,0.6508813785724776,JOINT,5.991084219046753,3.213486330052539,3.793628693976034,1.373687758421352
bagel,contamination,bagel/test/contamination/014,0.0018768310546875,1,7.987586975097656,0.6688439718127631,JOINT,5.63530730416307,2.790135508823293,4.595900786111321,1.5541173516708195
bagel,contamination,bagel/test/contamination/015,0.0023345947265625,1,5.993844509124756,0.5743252116698783,JOINT,3.8739977271093045,2.8713045407821904,3.270858919745716,1.3077485311659378
bagel,contamination,bagel/test/contamination/016,0.0015716552734375,1,7.540975093841553,0.7563063474396285,RGB-DOMINANT,8.33262326710679,2.6848996440910256,5.886715373730166,1.5249194193572502
bagel,contamination,bagel/test/contamination/017,0.0018310546875,1,7.185097694396973,0.7724624400680671,RGB-DOMINANT,4.604602071975867,1.356336687852615,4.113550898917619,0.4810944734846038
bagel,contamination,bagel/test/contamination/018,0.0018463134765625,1,8.254955291748047,0.749779954979783,RGB-DOMINANT,8.386919564213738,2.7989207062959314,7.06086848114872,1.765126599470339
bagel,contamination,bagel/test/contamination/019,0.0040435791015625,1,6.927485466003418,0.629311451448624,JOINT,7.943143226521791,4.67881459567558,3.892969151477111,2.0456230316412305
bagel,contamination,bagel/test/contamination/020,0.0024871826171875,1,6.954439163208008,0.7295268268516942,RGB-DOMINANT,4.997380103548842,1.8527852229113648,4.249780969069663,0.6829969062205877
bagel,contamination,bagel/test/contamination/021,0.00115966796875,1,7.829442977905273,0.8156416788736552,RGB-DOMINANT,4.621644334613769,1.044622653304578,3.0674361034045523,0.21276320668951487
bagel,crack,bagel/test/crack/000,0.006439208984375,1,8.371908187866211,0.7759135008844055,RGB-DOMINANT,8.567389357594479,2.474290638842825,6.294468841408242,1.252566529850916
bagel,crack,bagel/test/crack/001,0.01324462890625,1,9.524558067321777,0.5658280617271954,JOINT,9.93024047690126,7.619684284272741,6.879034022726541,3.1550935676496588
bagel,crack,bagel/test/crack/002,0.00787353515625,1,7.460283279418945,0.609433454243906,JOINT,9.25752935079382,5.932855549959166,6.057267471889521,1.9167825967859653
bagel,crack,bagel/test/crack/003,0.008056640625,1,7.7349042892456055,0.8170042884887397,RGB-DOMINANT,9.111647950016643,2.0408603799784144,5.868367763412449,0.8528969116884724
bagel,crack,bagel/test/crack/004,0.0056304931640625,1,8.232625007629395,0.6411429541662823,JOINT,9.02053256485333,5.048922406293206,6.211837148446401,2.0219079560505304
bagel,crack,bagel/test/crack/005,0.022705078125,1,8.184700012207031,0.6346187406660183,JOINT,8.17729640964282,4.708071215085988,5.871775620584397,2.2735254596903878
bagel,crack,bagel/test/crack/006,0.0120697021484375,1,8.426552772521973,0.6318938330059783,JOINT,8.573749124423987,4.994587904193665,6.061452730009553,2.1212709759338404
bagel,crack,bagel/test/crack/007,0.01129150390625,1,7.689342975616455,0.5516299196349955,JOINT,7.562260734634443,6.146676931415917,5.553703929551751,2.327952633210563
bagel,crack,bagel/test/crack/008,0.00872802734375,1,8.550174713134766,0.4908045367639829,JOINT,8.494589823160782,8.81288941972386,5.681474922286165,3.8330193389641956
bagel,crack,bagel/test/crack/009,0.008636474609375,1,9.278148651123047,0.6864144349580518,JOINT,11.471307326851269,5.240617796252921,5.975798114664396,1.9633829690864433
bagel,crack,bagel/test/crack/010,0.0057830810546875,1,10.436065673828125,0.801853595393497,RGB-DOMINANT,10.367638759610365,2.561950902788062,7.827397748650606,0.6841025872744294
bagel,crack,bagel/test/crack/011,0.0131683349609375,1,11.22861385345459,0.6657002376531836,JOINT,11.00941538414093,5.528681037835074,6.452712315058224,1.023421429615559
bagel,crack,bagel/test/crack/012,0.0105133056640625,1,8.625043869018555,0.6278980370697813,JOINT,9.536483968593926,5.651464993947667,6.332886242398591,2.672049734607273
bagel,crack,bagel/test/crack/013,0.0126800537109375,1,10.59813404083252,0.6579816015812522,JOINT,10.596119958084664,5.507855099331252,6.770883239064833,2.1021415884067953
bagel,crack,bagel/test/crack/014,0.0131072998046875,1,9.147377014160156,0.6373999432518477,JOINT,9.029486142201666,5.136636086701667,6.591599485957512,1.8576087910134549
bagel,crack,bagel/test/crack/015,0.0055694580078125,1,8.666793823242188,0.6897126337613123,JOINT,9.127846792546208,4.106427390681865,6.855376057206158,0.971814550156649
bagel,crack,bagel/test/crack/016,0.0075531005859375,1,6.949149131774902,0.6660363852025326,JOINT,8.86382474132111,4.4444933509244935,6.452781347901602,1.9966815085066036
bagel,crack,bagel/test/crack/017,0.0301666259765625,1,11.855843544006348,0.7039738781173684,RGB-DOMINANT,11.312494905913638,4.756985160864791,6.16197617976079,2.017886460530839
bagel,crack,bagel/test/crack/018,0.0115966796875,1,11.032279014587402,0.6183251322640665,JOINT,11.054431249858622,6.823591257582498,7.734369761337733,2.5124583782278362
bagel,crack,bagel/test/crack/019,0.0101470947265625,1,7.711483478546143,0.5446671728423922,JOINT,7.9244146266597735,6.624679714088486,5.434157235667056,2.9819193814150844
bagel,crack,bagel/test/crack/020,0.0066680908203125,1,8.572782516479492,0.5939748831491827,JOINT,8.925513388838922,6.101237822495227,5.835453579399974,1.9972853315066852
bagel,crack,bagel/test/crack/021,0.0080108642578125,1,11.756464958190918,0.6697556714972994,JOINT,11.496980154493368,5.6689506080415075,7.645974114741539,1.1702118594120994
bagel,good,bagel/test/good/000,0.0,0,6.369810104370117,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/001,0.0,0,7.235415458679199,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/002,0.0,0,7.089837074279785,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/003,0.0,0,5.696762561798096,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/004,0.0,0,6.965498447418213,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/005,0.0,0,6.548980236053467,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/006,0.0,0,6.370577812194824,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/007,0.0,0,6.468290328979492,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/008,0.0,0,5.346054553985596,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/009,0.0,0,5.6212921142578125,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/010,0.0,0,5.295628547668457,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/011,0.0,0,6.724690914154053,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/012,0.0,0,7.704808712005615,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/013,0.0,0,6.130844593048096,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/014,0.0,0,6.870927810668945,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/015,0.0,0,5.702766418457031,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/016,0.0,0,5.734455585479736,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/017,0.0,0,7.309230804443359,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/018,0.0,0,7.962242603302002,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/019,0.0,0,6.732856273651123,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/020,0.0,0,7.3960862159729,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,good,bagel/test/good/021,0.0,0,8.997504234313965,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
bagel,hole,bagel/test/hole/000,0.0028533935546875,1,8.392529487609863,0.6153699695285516,JOINT,8.64880263958554,5.405835143343009,6.870473032843238,2.048725270565741
bagel,hole,bagel/test/hole/001,0.0030670166015625,1,9.089507102966309,0.679193424205823,JOINT,9.567809407858823,4.51920673169374,6.5541813359316965,2.003245504053352
bagel,hole,bagel/test/hole/002,0.0023651123046875,1,8.682191848754883,0.6679034400565387,JOINT,7.197383606533638,3.578699442268946,5.882147222371579,1.1375921318351145
bagel,hole,bagel/test/hole/003,0.0015716552734375,1,6.886624336242676,0.7447498591539906,RGB-DOMINANT,7.152940605601132,2.451545750363754,5.781226050386023,1.3423946371563071
bagel,hole,bagel/test/hole/004,0.0020599365234375,1,8.563753128051758,0.6247984456259025,JOINT,9.233952689964473,5.545136678472991,5.577710970079095,1.9931582812280448
bagel,hole,bagel/test/hole/005,0.000732421875,1,6.8430280685424805,0.6185334219756938,JOINT,5.887712031508626,3.6311129887609677,5.487498116065617,1.7380968132893342
bagel,hole,bagel/test/hole/006,0.0010986328125,1,8.570846557617188,0.5432571932383881,JOINT,5.609336486234162,4.716041645511113,4.53764874623621,2.6351028881465846
bagel,hole,bagel/test/hole/007,0.002166748046875,1,8.869433403015137,0.8343175038947873,RGB-DOMINANT,7.442447813571057,1.477953525859661,6.087358921315393,0.4292410996738969
bagel,hole,bagel/test/hole/008,0.0026397705078125,1,8.703180313110352,0.6557982034148304,JOINT,8.703106153542235,4.56790534424135,6.834289592920397,3.1437726724128283
bagel,hole,bagel/test/hole/009,0.0019683837890625,1,5.858696460723877,0.8179449331757864,RGB-DOMINANT,6.405723072617964,1.4257604354489075,5.225032450135563,0.47741076211126343
bagel,hole,bagel/test/hole/010,0.001434326171875,1,6.639820575714111,0.7158090981874765,RGB-DOMINANT,5.452740687892327,2.1648489542207567,4.5130860309054865,0.7947462485670111
bagel,hole,bagel/test/hole/011,0.00274658203125,1,10.06840991973877,0.7356852963346086,RGB-DOMINANT,10.23144663569521,3.675921026790178,8.42104073504881,1.2499939228438106
bagel,hole,bagel/test/hole/012,0.0021820068359375,1,8.14467716217041,0.7494945402177359,RGB-DOMINANT,8.805250820546195,2.943000298793033,6.716417267665145,1.1874783712404926
bagel,hole,bagel/test/hole/013,0.0023345947265625,1,8.24173641204834,0.5410363911620714,JOINT,7.129761396369648,6.04820772326668,6.6296452353090904,3.600703359281164
bagel,hole,bagel/test/hole/014,0.002166748046875,1,8.02485466003418,0.7240163863533946,RGB-DOMINANT,8.075688982429387,3.0783241181404586,6.023444693437196,1.3034161870543255
bagel,hole,bagel/test/hole/015,0.001129150390625,1,8.770914077758789,0.5468732050858272,JOINT,5.422309200742788,4.492802023290574,4.701353872646477,2.717165139303789
bagel,hole,bagel/test/hole/016,0.0015106201171875,1,7.142931938171387,0.6767415396426755,JOINT,7.242277988613929,3.4594107472310234,6.391562036178977,2.1569558875881816
bagel,hole,bagel/test/hole/017,0.0022430419921875,1,6.898598670959473,0.5836475944702458,JOINT,5.995346752937977,4.276855559027559,4.424511803663186,1.7131737392616433
bagel,hole,bagel/test/hole/018,0.003082275390625,1,6.696749210357666,0.7914189702882177,RGB-DOMINANT,6.241016191238234,1.6448390057207432,5.104025691087073,0.8712600922482714
bagel,hole,bagel/test/hole/019,0.0062255859375,1,9.686529159545898,0.7979245896821046,RGB-DOMINANT,9.98542357175737,2.528820133667226,6.56748401438351,0.825649442662701
bagel,hole,bagel/test/hole/020,0.00213623046875,1,6.824820518493652,0.6528742160479224,JOINT,7.570349417320528,4.025067553305607,6.006230240354945,2.2483691350892028
cable_gland,bent,cable_gland/test/bent/000,0.002777099609375,1,10.074663162231445,0.6678630315223534,JOINT,7.952162997519363,3.954713044907867,5.432526936948999,0.8803133856503763
cable_gland,bent,cable_gland/test/bent/001,0.005218505859375,1,8.61734390258789,0.8035810862873086,RGB-DOMINANT,9.832810640597428,2.403427873235344,6.606574962400575,0.7326570957192297
cable_gland,bent,cable_gland/test/bent/002,0.0045623779296875,1,9.63220500946045,0.8675516685069156,RGB-DOMINANT,9.741920695271265,1.4872892542476561,5.427586603089066,-0.09926308599323913
cable_gland,bent,cable_gland/test/bent/003,0.0051116943359375,1,9.893135070800781,0.6284279279477489,JOINT,8.149579326622897,4.818620105265771,5.7593539055702925,-0.0853695709475828
cable_gland,bent,cable_gland/test/bent/004,0.0040283203125,1,9.373865127563477,0.7903117691372487,RGB-DOMINANT,7.8401170487837915,2.080165761923634,4.975891585508101,0.8358013478001768
cable_gland,bent,cable_gland/test/bent/005,0.004730224609375,1,11.076889991760254,0.685643963504061,JOINT,12.148108996987895,5.56969930873925,6.812799579552431,1.6744431781508264
cable_gland,bent,cable_gland/test/bent/006,0.0019378662109375,1,9.820331573486328,0.6882690490122474,JOINT,8.40365609160476,3.80618454469294,3.455224793685114,1.2096850899916418
cable_gland,bent,cable_gland/test/bent/007,0.005035400390625,1,8.310683250427246,0.7216972238092711,RGB-DOMINANT,8.235166630218872,3.175665553746995,5.133188442483113,0.6165345949094746
cable_gland,bent,cable_gland/test/bent/008,0.001617431640625,1,11.862632751464844,0.8453024639523075,RGB-DOMINANT,9.175757058833645,1.679240536499147,5.700164198338365,0.8869358713483252
cable_gland,bent,cable_gland/test/bent/009,0.004364013671875,1,9.543042182922363,0.7080429282159363,RGB-DOMINANT,5.976103735366372,2.464207987513903,4.490403786316068,0.7116640850428756
cable_gland,bent,cable_gland/test/bent/010,0.0051116943359375,1,10.219460487365723,0.7587155517609827,RGB-DOMINANT,9.732741604404069,3.095176346004059,6.4293727045661235,0.6438209444000489
cable_gland,bent,cable_gland/test/bent/011,0.0052642822265625,1,8.383708000183105,0.7332870940008621,RGB-DOMINANT,5.911954124852173,2.15030885499802,4.487851199399792,0.40465894577535083
cable_gland,bent,cable_gland/test/bent/012,0.0050048828125,1,10.695317268371582,0.6946725653535505,JOINT,7.43897498552143,3.2696302795545438,3.5720297720809997,0.8856792277281836
cable_gland,bent,cable_gland/test/bent/013,0.0058746337890625,1,8.504042625427246,0.9410569385930994,RGB-DOMINANT,8.385743622781096,0.5252396958914444,3.8983937768749604,-0.2637057309852637
cable_gland,bent,cable_gland/test/bent/014,0.005340576171875,1,8.884927749633789,0.7888129589710468,RGB-DOMINANT,7.074679262222348,1.894086264446776,5.579157984775345,0.12678395947183163
cable_gland,bent,cable_gland/test/bent/015,0.004486083984375,1,8.393330574035645,0.5838319770746164,JOINT,5.204045797898463,3.709555064017645,3.365923837039169,1.6579571376878828
cable_gland,bent,cable_gland/test/bent/016,0.001220703125,1,10.60532283782959,0.8527616968752301,RGB-DOMINANT,5.534978152041523,0.9556713688757653,4.293912654773293,-0.2426967807245532
cable_gland,bent,cable_gland/test/bent/017,0.002899169921875,1,7.529151916503906,0.70871650294099,RGB-DOMINANT,6.470967279669441,2.659575813513945,4.8557019768827425,0.6055441814125689
cable_gland,bent,cable_gland/test/bent/018,0.004241943359375,1,8.30473804473877,0.6666200788297924,JOINT,6.050772569818993,3.026019587147907,3.3600264677272436,1.045418459180812
cable_gland,bent,cable_gland/test/bent/019,0.0041351318359375,1,9.801473617553711,0.7825772432206405,RGB-DOMINANT,5.663239444775454,1.5734119033925025,4.12076629689192,0.02718429881732961
cable_gland,bent,cable_gland/test/bent/020,0.0045166015625,1,8.619807243347168,0.46508957236220094,JOINT,6.987987158423164,8.037046961007729,5.654560591739622,1.1852647751236145
cable_gland,cut,cable_gland/test/cut/000,0.0041656494140625,1,11.052837371826172,0.8074008975579055,RGB-DOMINANT,11.444493443198782,2.7299924539724003,6.233695040287938,0.8577889666119467
cable_gland,cut,cable_gland/test/cut/001,0.007354736328125,1,9.163849830627441,0.8248526653570879,RGB-DOMINANT,12.247744364167541,2.6006571185538507,8.205921412998434,0.6976241249756617
cable_gland,cut,cable_gland/test/cut/002,0.003509521484375,1,11.015538215637207,0.7796692861022619,RGB-DOMINANT,5.867138850598428,1.6580236452339447,4.1165508713491015,-1.4577079193880342
cable_gland,cut,cable_gland/test/cut/003,0.00347900390625,1,12.561519622802734,0.6370265947539894,JOINT,8.301791339200767,4.730303035729069,5.680542793244897,-0.932217734667526
cable_gland,cut,cable_gland/test/cut/004,0.0018768310546875,1,12.807586669921875,0.5358041602371545,JOINT,6.556234743495687,5.680016286712153,3.1486672790802417,-0.1388666895536027
cable_gland,cut,cable_gland/test/cut/005,0.0036773681640625,1,8.48749828338623,0.7547297193796456,RGB-DOMINANT,7.163636084446514,2.3280205255581707,5.680994009727672,0.5290181615019869
cable_gland,cut,cable_gland/test/cut/006,0.00311279296875,1,12.95116138458252,0.7331391128849504,RGB-DOMINANT,8.801989686653307,3.2039022359284686,6.92097768339863,1.1829825648332921
cable_gland,cut,cable_gland/test/cut/007,0.0063934326171875,1,10.18232536315918,0.8104844436014164,RGB-DOMINANT,14.160392331091698,3.31112317102584,9.008789753935448,1.1785006361871608
cable_gland,cut,cable_gland/test/cut/008,0.004180908203125,1,11.129329681396484,0.8169373630723022,RGB-DOMINANT,10.774549342782166,2.414403706597719,6.485698313050519,0.6700315037762021
cable_gland,cut,cable_gland/test/cut/009,0.0048980712890625,1,11.880219459533691,0.812390866206625,RGB-DOMINANT,11.917661115854218,2.7521989222228123,8.16893466782448,-0.09733936973535957
cable_gland,cut,cable_gland/test/cut/010,0.0077056884765625,1,10.570438385009766,0.7324124971022183,RGB-DOMINANT,11.513851562295963,4.206594054672461,8.181669624043353,1.0019127519167395
cable_gland,cut,cable_gland/test/cut/011,0.00372314453125,1,10.811592102050781,0.7807656079859931,RGB-DOMINANT,9.942450915170387,2.791780757830182,6.880147851517008,0.5051866096989903
cable_gland,cut,cable_gland/test/cut/012,0.001190185546875,1,12.028258323669434,0.9999998927515591,RGB-DOMINANT,9.324143858742472,-0.1332597320126866,7.235574363216449,-0.38012356551583637
cable_gland,cut,cable_gland/test/cut/013,0.001800537109375,1,8.41914176940918,0.8340487490486486,RGB-DOMINANT,12.882898503589754,2.5633181405042342,9.016302956281809,1.6900133253663265
cable_gland,cut,cable_gland/test/cut/014,0.00347900390625,1,11.418658256530762,0.8636983508750431,RGB-DOMINANT,13.114001590465307,2.0695410358239554,8.966273806072326,0.4221866608986339
cable_gland,cut,cable_gland/test/cut/015,0.0036163330078125,1,11.977898597717285,0.7100158298460324,RGB-DOMINANT,8.287994090326952,3.384975767413237,6.144960679221584,1.4928729256147886
cable_gland,cut,cable_gland/test/cut/016,0.0041046142578125,1,11.799471855163574,0.8305787797621487,RGB-DOMINANT,9.691851797726383,1.9769401378477987,6.06448711713471,0.8684833110107082
cable_gland,cut,cable_gland/test/cut/017,0.004669189453125,1,8.208555221557617,0.7283941124284296,RGB-DOMINANT,7.75353407200729,2.8911611710161416,5.884665167111377,0.8264164227218872
cable_gland,cut,cable_gland/test/cut/018,0.002960205078125,1,9.390617370605469,0.6984623132151696,JOINT,7.6363124636969895,3.296720887928125,4.470525638947583,-1.6211872888299184
cable_gland,cut,cable_gland/test/cut/019,0.0047760009765625,1,10.628440856933594,0.8154955482602,RGB-DOMINANT,10.701243487098608,2.42113675695469,6.6174876103711116,0.5562023774394969
cable_gland,cut,cable_gland/test/cut/020,0.0018310546875,1,9.98245620727539,0.794449610434026,RGB-DOMINANT,10.321439749222574,2.6704968307879895,7.017172138165802,0.4878872614694145
cable_gland,cut,cable_gland/test/cut/021,0.003326416015625,1,8.699392318725586,0.834571488528382,RGB-DOMINANT,6.318618636510326,1.2524737010443543,3.035008140642109,-0.0332893214812534
cable_gland,good,cable_gland/test/good/000,0.0,0,10.009763717651367,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
cable_gland,good,cable_gland/test/good/001,0.0,0,9.744147300720215,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
cable_gland,good,cable_gland/test/good/002,0.0,0,8.455881118774414,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
cable_gland,good,cable_gland/test/good/003,0.0,0,7.505950450897217,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
cable_gland,good,cable_gland/test/good/004,0.0,0,7.9303879737854,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
cable_gland,good,cable_gland/test/good/005,0.0,0,8.136204719543457,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
cable_gland,good,cable_gland/test/good/006,0.0,0,12.451026916503906,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
cable_gland,good,cable_gland/test/good/007,0.0,0,6.728143692016602,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
cable_gland,good,cable_gland/test/good/008,0.0,0,10.120646476745605,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
cable_gland,good,cable_gland/test/good/009,0.0,0,7.6308183670043945,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
cable_gland,good,cable_gland/test/good/010,0.0,0,8.559487342834473,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
cable_gland,good,cable_gland/test/good/011,0.0,0,8.981064796447754,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
cable_gland,good,cable_gland/test/good/012,0.0,0,6.479620456695557,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
cable_gland,good,cable_gland/test/good/013,0.0,0,7.518136024475098,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
cable_gland,good,cable_gland/test/good/014,0.0,0,8.149382591247559,0.0,UNCERTAIN,0.0,0.0,0.0,0.0
